source_path,archive_path,group_name,role,status,notes,sha256,size_bytes
/mnt/data/FUSION OPERATOR | CANDIDATE.zip,07_SOURCE_CORPUS/04_MK43_CORE/FUSION OPERATOR | CANDIDATE.zip,source_archive,Fusion Operator candidate and recursive composition work.,included,,1c58a310bfbc0ad7d362cf86aea1566944396238fdb9b84faf09017c247f9ff0,15846569
/mnt/data/Chirality Relaxation Dynamic .zip,07_SOURCE_CORPUS/04_MK43_CORE/Chirality Relaxation Dynamic .zip,source_archive,CRD candidate relaxation mathematics.,included,,ee4d4de38ced1b0c84136225be39797c047240bc2c5d827b341cc1785be398fa,298642
/mnt/data/Genesis Field.zip,07_SOURCE_CORPUS/04_MK43_CORE/Genesis Field.zip,source_archive,Genesis Field mathematics and recursive evolution candidate.,included,,70842b96edf7e9ab742b0ada0ccf66202024ce18ece71dc45e50add1ae937728,1004880
/mnt/data/3 | Genesis Sandbox.zip,07_SOURCE_CORPUS/04_MK43_CORE/3 | Genesis Sandbox.zip,source_archive,Genesis Field sandbox and 4x4x4 fine verifier.,included,,f407deca8422b330d4685b44e1b5d8a34d16f8d8b379cdec102aa63b6cd4e226,27332
/mnt/data/Resolution Readout.zip,07_SOURCE_CORPUS/05_ASTRAEUS_BOOKS/Resolution & Readout.zip,book,Astraeus mathematics reservoir.,included,,b39d9d036ff1b856ade54fe48d5964812d174f0f531ea696e9526bb0792e9aab,327280
/mnt/data/Holonomy and Chirality.zip,07_SOURCE_CORPUS/05_ASTRAEUS_BOOKS/Holonomy & Chirality.zip,book,Astraeus mathematics reservoir.,included,,433e9a4ff681ddf33839530a67551db58d08ad99ea012f76adf00fc2d72d74a6,686047
/mnt/data/Bandwidth Algebra.zip,07_SOURCE_CORPUS/05_ASTRAEUS_BOOKS/Bandwidth Algebra.zip,book,Astraeus mathematics reservoir.,included,,2672e910b989db5d03ff419c3024f50c35b9e1ed9eb47ab720811177514f3b53,1163433
/mnt/data/Identity Through History.zip,07_SOURCE_CORPUS/05_ASTRAEUS_BOOKS/Identity Through History.zip,book,Astraeus mathematics reservoir.,included,,45399cae67da80249d999e1aeb6fa1d6cb8c9dd32b0dcf6d8b715d032b6fc2b2,224934
/mnt/data/TRANSDUCTION_GEOMETRY_v1.0.zip,07_SOURCE_CORPUS/05_ASTRAEUS_BOOKS/Transduction Geometry v1.0.zip,book,Astraeus mathematics reservoir.,included,,7f6b965033e809c6a1683d8e7deaa320da37cb456688138b666608e10e16be77,3398136
/mnt/data/_PRIME.md,07_SOURCE_CORPUS/06_FORMAL_STACK/_PRIME.md,formal_source,Prime Dependency Foundations.,included,,915be232f0901c4247b2063f5e58e4504bd5ae65a7899b04b3e9c8583de65186,23645
/mnt/data/00_Primitives.md,07_SOURCE_CORPUS/06_FORMAL_STACK/00_Primitives.md,formal_source,Time-Space primitives.,included,,b98a5b50df744e3c7ae7d633530e22d92ec3d0860d50374de0c4af3fc27218fe,63469
/mnt/data/01_ Definitions.md,07_SOURCE_CORPUS/06_FORMAL_STACK/01_Definitions.md,formal_source,Time-Space definitions.,included,,ac8ce566990869a236af2dd8e09f737a3ede856f6f2f0eacccf4d13416573a4f,20789
/mnt/data/02_Axioms.md,07_SOURCE_CORPUS/06_FORMAL_STACK/02_Axioms.md,formal_source,Time-Space axioms.,included,,3dca083bd3407e9cbf55638c4678ec06957e71f5369166f1a235f0336fe398ff,42164
/mnt/data/03_Lemmas.md,07_SOURCE_CORPUS/06_FORMAL_STACK/03_Lemmas.md,formal_source,Time-Space lemmas.,included,,cb48898836f7e60f7fbd6d86450741ab11160c614d5538c47d7a3cb979190f8b,44252
/mnt/data/04_Theorems.md,07_SOURCE_CORPUS/06_FORMAL_STACK/04_Theorems.md,formal_source,Time-Space theorems.,included,,bbff3970e554aefa50d4d42233789bc83b3427e00b37bb5d0f77248f09dd4c99,17449
/mnt/data/05_Interface_Definitions.md,07_SOURCE_CORPUS/06_FORMAL_STACK/05_Interface_Definitions.md,formal_source,Recursive continuity/interface definitions.,included,,df6f083d070179f39017774c5bf878d04309c855cf946130600fb1e78a40e57e,11129
/mnt/data/corridor.md,07_SOURCE_CORPUS/06_FORMAL_STACK/Chirality_Corridor.md,formal_source,Chirality Corridor working formalization.,included,,2e2509cc615de96a972cb9b8cb474b6f4508b921475846887922831bfd95bdb6,14163
/mnt/data/Archive(20260826-233517).zip,07_SOURCE_CORPUS/07_RELATED_ARCHITECTURE/Trinity_Mainframe_Architecture_Archive.zip,related_architecture,Trinity/mainframe/AI architecture materials discussed in thread.,included,,af282cface5ba290d82663ae66b15e9a741ad6c7d3e4206af077421f9b3f162e,1822444
/mnt/data/MASTER.pdf,07_SOURCE_CORPUS/07_RELATED_ARCHITECTURE/GENESIS_DIAMOND_MASTER.pdf,world_model,Entertainment-facing Genesis Diamond canon; structural analogy source only.,included,,1b2150b1889bdcedd7ba505e148f6697765c1ec05802c298c2e232f58b9fed18,92298
/mnt/data/MASTER_2.pdf,07_SOURCE_CORPUS/07_RELATED_ARCHITECTURE/RAINBOW_THREAD_MASTER_2.pdf,world_model,Rainbow Thread recursive reconstruction; mixed world-model/structural reservoir.,included,,beaf68d1fc739b9129b3bce853d8d0aa76824e1d75fd1053534f753372d87275,306762
/mnt/data/Density Ladder.png,07_SOURCE_CORPUS/07_RELATED_ARCHITECTURE/Density Ladder.png,excluded_branch,MK147 fantasy currency ladder; explicitly excluded from physical Chirality Fabric derivations.,included,,677d094abf140f2550ae466b2f1fcae3514ec609cef89bff0e020cb42d76eaca,92080
/mnt/data/MK43_CHIRALITY_TIMESHELL_THREAD_RECOVERY_v1_0_20260827.zip,08_PRIOR_CHECKPOINTS/MK43_CHIRALITY_TIMESHELL_THREAD_RECOVERY_v1_0_20260827.zip,prior_checkpoint,Earlier Time-Shell/chirality continuity package.,included,,fbeb645fbbdf87ecefb6a2412fbae9c73675f45fc17310da8ace0e3eb61bfc7f,45905
/mnt/data/GENESIS_CHIRALITY_FABRIC_FULL_THREAD_RECOVERY_R61_v1_0_20260829.zip,08_PRIOR_CHECKPOINTS/GENESIS_CHIRALITY_FABRIC_FULL_THREAD_RECOVERY_R61_v1_0_20260829.zip,prior_checkpoint,Compact R61 recovery/handoff package superseded by this full checkpoint for completeness.,included,,e78e38015e212e93f0a964b97e30e0fb3df1e186a86337ed528b3c16c54ab676,222868
/mnt/data/IMG_6521.jpeg,09_VISUAL_CONTEXT/IMG_6521_byte_tree_confusion.jpeg,conversation_visual,Screenshot documenting why imported 000-111 machine indexing was rejected.,included,,25cf68e5826d8ac4c864b9e46266af2e9e3e74efa2705d9b950375c43318800c,132675
/mnt/data/IMG_6523.jpeg,09_VISUAL_CONTEXT/IMG_6523_nonabelian_translation.jpeg,conversation_visual,Screenshot of non-Abelian/chirality discussion.,included,,25b226865ff35402600d9ab315ae723c02580aa8fd49cf116bf2dfbd7b0a66f5,247227
/mnt/data/IMG_9D4DFE36-45B2-42BB-B99C-806B44756FD0.jpeg,09_VISUAL_CONTEXT/IMG_dawn_gradient.jpeg,conversation_visual,Dawn gradient observation motivating future continuous color readout.,included,,096949eababc8bc3c878dcaa1ab942dc19914f9ee8e4f9bad3da05650d10a20e,141043
/mnt/data/genesis_field_contact.jpg,09_VISUAL_CONTEXT/genesis_field_contact.jpg,source_visual,Genesis Field contact sheet generated while inspecting source package.,included,,548cbbad1c7e2d07ba904a8b0bbcec4c2e2da1c155e67d23d91e701092387885,203226
/mnt/data/Hacker..png,09_VISUAL_CONTEXT/Hacker_mathematics.png,conversation_visual,Hacker mathematics / repeated-squaring context image.,included,,b94da7e0aeafc14647603c1606d0a69442e56d7d54479d3bc2cd8a3e7d1c549a,191592
/mnt/data/GENESIS_CHIRALITY_TANGENT_R60_20260828/ASTRAEUS_VERA_R60_NATIVE_UPDATE_MECHANISM_TANGENT.md,08_PRIOR_CHECKPOINTS/ASTRAEUS_VERA_R60_NATIVE_UPDATE_MECHANISM_TANGENT.md,report,R60 native update mechanism tangent.,included,,bead4ef87ef0d427eec760c11c23fb5fa41694de44791f3ac223a9611f3f3d75,8494
