node_id,handle,canonical_name,object_type,in_degree,out_degree,total_degree,pagerank,scc_id,scc_size,seed_distance_undirected,is_seed,is_giant_scc,instance_count,namespace_count,equation_count
42,@appendix_2_derivation_of_the_phase_metric,Appendix 2: Derivation of the Phase Metric,mathematical_object,2,2,4,0.00035317495893540617,0,1260,2,False,True,2,2,0
43,@appendix_3_core_field_equations_for_mk_43_ultra,Appendix 3: Core Field Equations for MK--43 Ultra,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
44,@appendix_4_linearised_gravitational_waves_in_the_phase_framework,Appendix 4: Linearised Gravitational Waves in the Phase Framework,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
45,@appendix_5_er_bridge_topology_and_connectivity_measures,Appendix 5: ER-Bridge Topology and Connectivity Measures,mathematical_object,1,1,2,0.000204795272723581,0,1260,2,False,True,2,2,0
46,@appendix_6_sub_planck_thermodynamics_and_phase_entropy,Appendix 6: Sub-Planck Thermodynamics and Phase Entropy,mathematical_object,2,2,4,0.00034298064352290803,0,1260,3,False,True,2,2,0
47,@appendix_8_neural_phase_fields_and_cognitive_coherence,Appendix 8: Neural Phase Fields and Cognitive Coherence,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
48,@appendix_b_bead_hamiltonian_derivation,Appendix B: Bead Hamiltonian Derivation,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
49,@appendix_b_discrete_hamiltonian,Appendix B: Discrete Hamiltonian,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
50,@appendix_b_phase_metric_derivations,Appendix B: Phase Metric Derivations,mathematical_object,2,2,4,0.00035317495893540617,0,1260,2,False,True,2,2,0
51,@area_theorem,Family: `F12_BLACK_HOLE_MECHANICS`,mathematical_object,8,135,143,0.0002140520918993471,0,1260,1,False,True,2,2,0
52,@artifact_coordinate,@artifact_coordinate,mathematical_object,1,1,2,0.0005127827592491934,0,1260,2,False,True,2,2,0
53,@ascendant_resonances,Ascendant Resonances,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
54,@asymptotic_flatness,Family: `F7_SYMMETRIES_CONSERVED`,mathematical_object,9,141,150,0.0002191193554755053,0,1260,1,False,True,2,2,0
55,@asymptotic_particle_flux,@asymptotic_particle_flux,mathematical_object,4,2,6,0.00044733323362687957,0,1260,1,False,True,2,2,0
56,@asymptotic_symmetry,Family: `F7_SYMMETRIES_CONSERVED`,mathematical_object,4,136,140,0.00021052345225174414,0,1260,1,False,True,2,2,0
57,@atlas,Family: `F1_DIFFERENTIAL_FOUNDATION`,mathematical_object,10,134,144,0.00020979434979648498,0,1260,1,False,True,2,2,0
58,@atmospheric_phase_engineering_and_climate_regulation,Atmospheric Phase Engineering and Climate Regulation,mathematical_object,2,2,4,0.0003837302031365047,0,1260,3,False,True,2,2,0
59,@atomic_chirality_carrier,Atomic Chirality Carrier,QFT_GR_SOURCE_OBJECT,3,2,5,0.00040578088503775647,0,1260,2,False,True,1,1,1
60,@audit_graph,@audit_graph,mathematical_object,1,1,2,0.00035176703717482735,1,14,6,False,False,2,2,0
61,@autonomy_as_a_phase_separated_cognitive_field,Autonomy as a Phase-Separated Cognitive Field,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
62,@autonomy_field,Autonomy Field,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
63,@autonomy_field_definition,Autonomy Field Definition,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
64,@axiom_3_1_phase_geometry,Axiom 3.1 — Phase Geometry,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
65,@axiom_3_5_phase_invariance,Axiom 3.5 — Phase Invariance,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
66,@axiom_a12,Axiom A12 — Spectral Projection Rule,mathematical_object,1,1,2,0.00023120339317544248,0,1260,3,False,True,2,2,0
67,@axiom_a13,Axiom A13 — Connection and Curvature,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
68,@axiom_a14,Axiom A14 — Quantum Action Principle,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
69,@axiom_a2,Axiom A2 — Chirality Organization,mathematical_object,1,1,2,0.000204795272723581,0,1260,2,False,True,2,2,0
70,@axiom_a7,Axiom A7 — Field Section,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
71,@axiom_a9,Axiom A9 — Hermitian Metric,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
72,@axisymmetric_spacetime,Axisymmetric Spacetime,mathematical_object,32,136,168,0.0005797618297136483,0,1260,1,False,True,3,3,0
73,@background_metric,Background Metric,mathematical_object,416,141,557,0.002916218632673178,0,1260,1,False,True,4,4,0
74,@backreaction,Family: `F13_QFT_CURVED`,mathematical_object,45,144,189,0.0006052748053459104,0,1260,1,False,True,2,2,0
75,@backreaction_on_geometry,Backreaction on geometry,mathematical_object,2,1,3,0.0003446615825713079,0,1260,2,False,True,2,2,0
76,@bandwidth,Bandwidth,mathematical_object,37,173,210,0.00036800721669216904,0,1260,0,True,True,10,10,0
77,@bandwidth_algebra,Bandwidth Algebra,typed partial path/category-like algebra,0,8,8,0.00011264619953181728,80,1,1,False,False,3,3,3
78,@behavioral_divergence_fields_and_psychopathology_geometry,Behavioral Divergence Fields and Psychopathology Geometry,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
79,@bekenstein_hawking_entropy,Family: `F14_HAWKING_THERMODYNAMICS`,mathematical_object,56,152,208,0.0007278178280641356,0,1260,1,False,True,2,2,0
80,@binary_inspiral,Family: `F8_LINEARIZED_GRAVITY_WAVES`,mathematical_object,418,134,552,0.0029360091851806263,0,1260,1,False,True,2,2,0
81,@binary_pulsar_decay,Family: `F17_OBSERVABLES`,mathematical_object,43,133,176,0.0006537592720476022,0,1260,1,False,True,2,2,0
82,@binding_decision,@binding_decision,mathematical_object,1,0,1,0.00011780681016029302,29,1,2,False,False,2,2,0
83,@binding_threshold,Binding Threshold,mathematical_object,2,2,4,0.0001240968401224472,0,1260,1,False,True,2,2,0
84,@bio_geometric_encoding_and_living_phase_structures,Bio-Geometric Encoding and Living Phase Structures,mathematical_object,2,2,4,0.00035317495893540617,0,1260,2,False,True,2,2,0
85,@bio_geometric_functional,Bio-geometric functional,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
86,@bio_geometric_maps,Bio-Geometric Maps,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
87,@biological_organization,Biological Organization,mathematical_object,1,145,146,0.00011330096217289709,0,1260,1,False,True,2,2,0
88,@biological_phase_coupling_and_cellular_field_dynamics,Biological Phase Coupling and Cellular Field Dynamics,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
89,@birkhoff_theorem,Family: `F9_EXACT_SOLUTIONS`,mathematical_object,4,132,136,0.00018151524440865457,0,1260,1,False,True,2,2,0
90,@black_hole,Black Hole,mathematical_object,481,375,856,0.014471270852845646,0,1260,0,True,True,4,4,0
91,@black_hole_angular_momentum,Black Hole Angular Momentum,mathematical_object,31,135,166,0.0003985995498479479,0,1260,1,False,True,4,4,0
92,@black_hole_charge,Black Hole Charge,mathematical_object,31,135,166,0.00044638706149953574,0,1260,1,False,True,4,4,0
93,@black_hole_complementarity,Black Hole Complementarity,mathematical_object,62,147,209,0.0006678225846101966,0,1260,1,False,True,4,4,0
94,@black_hole_cosmology,Black Hole Cosmology,mathematical_object,37,135,172,0.000501658196605264,0,1260,0,True,True,4,4,0
95,@black_hole_diaphragm_physics_and_hawking_light_information,Black Hole Diaphragm Physics and Hawking-Light Information,mathematical_object,1,1,2,0.00023120339317544248,0,1260,3,False,True,2,2,0
96,@black_hole_evaporation,Black Hole Evaporation,mathematical_object,79,153,232,0.0008644184618590633,0,1260,1,False,True,4,4,0
97,@black_hole_horizon,Black-Hole Horizon,mathematical_object,415,7,422,0.0026932699139288288,0,1260,1,False,True,4,4,0
98,@black_hole_information_closure,Black Hole Information Closure,mathematical_object,438,7,445,0.0033721296939641194,0,1260,1,False,True,4,4,0
99,@black_hole_information_problem,Black Hole Information Problem,mathematical_object,77,162,239,0.000843991403607275,0,1260,1,False,True,3,3,0
100,@black_hole_mass,Black Hole Mass,mathematical_object,5,137,142,0.00026590701941698653,0,1260,1,False,True,4,4,0
101,@black_hole_mass_loss,Black Hole Mass Loss,mathematical_object,3,3,6,0.0002664238244132683,0,1260,1,False,True,3,3,0
102,@black_hole_mechanics,Black Hole Mechanics,mathematical_object,53,139,192,0.0006319146318414729,0,1260,1,False,True,3,3,0
103,@black_hole_perturbation,Black Hole Perturbation,mathematical_object,419,144,563,0.002718479606383297,0,1260,1,False,True,4,4,0
104,@black_hole_region,Black Hole Region,mathematical_object,417,165,582,0.0027021788253181796,0,1260,1,False,True,4,4,0
105,@black_hole_shadow,Black Hole Shadow,mathematical_object,38,138,176,0.00045578798758032804,0,1260,1,False,True,3,3,0
106,@black_hole_thermodynamics,Black Hole Thermodynamics,mathematical_object,57,152,209,0.0011350136316387953,0,1260,1,False,True,3,3,0
107,@black_hole_uniqueness,Black Hole Uniqueness,mathematical_object,2,133,135,0.00014638327840042195,0,1260,1,False,True,4,4,0
108,@black_rainbow,Black Rainbow,mathematical_object,1,0,1,0.00016052083426012164,81,1,3,False,False,2,2,0
109,@bms_group,Family: `F7_SYMMETRIES_CONSERVED`,mathematical_object,4,136,140,0.00021052345225174414,0,1260,1,False,True,2,2,0
110,@bogoliubov_coefficient,Family: `F13_QFT_CURVED`,mathematical_object,71,152,223,0.0005680405027307708,0,1260,1,False,True,2,2,0
111,@bogoliubov_coefficient_alpha,@bogoliubov_coefficient_alpha,mathematical_object,0,2,2,0.00011264619953181728,82,1,1,False,False,2,2,0
112,@bogoliubov_coefficient_beta,@bogoliubov_coefficient_beta,mathematical_object,0,3,3,0.00011264619953181728,83,1,1,False,False,2,2,0
113,@bogoliubov_transformation,Family: `F13_QFT_CURVED`,mathematical_object,75,156,231,0.0007213124004056458,0,1260,1,False,True,2,2,0
114,@bondi_mass,Family: `F7_SYMMETRIES_CONSERVED`,mathematical_object,6,138,144,0.0003297419564388042,0,1260,1,False,True,2,2,0
115,@bondi_mass_loss,Family: `F7_SYMMETRIES_CONSERVED`,mathematical_object,7,138,145,0.0003490188036976996,0,1260,1,False,True,2,2,0
116,@boulware_state,Family: `F14_HAWKING_THERMODYNAMICS`,mathematical_object,43,148,191,0.0005526486129674179,0,1260,1,False,True,2,2,0
117,@bounce,Bounce,mathematical_object,2,2,4,0.0012282807947439885,0,1260,3,False,True,2,2,0
118,@bounce_criterion,Bounce criterion,mathematical_object,415,2,417,0.0026932699139288288,0,1260,1,False,True,2,2,0
119,@bound_coherent_helicon,Bound Coherent Helicon,mathematical_object,2,147,149,0.0001671581505695162,0,1260,1,False,True,3,3,0
120,@boundary,Boundary,mathematical_object,2,3,5,0.00029818126079313666,2,6,4,False,False,2,2,0
121,@boundary_projection,Boundary Projection,mathematical_object,8,2,10,0.000251761580952246,0,1260,1,False,True,6,6,0
122,@boundary_reflection,Boundary Reflection,mathematical_object,1,2,3,0.00019713089023789507,2,6,3,False,False,2,2,0
123,@boundary_term,Boundary Term,mathematical_object,6,134,140,0.0003045417357630537,0,1260,1,False,True,4,4,0
124,@bounded_closure_operator,Conditioned Bounded Closure Operator,Operator,4,0,4,0.00030115462432811014,38,1,3,False,False,2,2,0
125,@boyer_lindquist_coordinates,Boyer Lindquist Coordinates,mathematical_object,4,132,136,0.00018151524440865457,0,1260,1,False,True,4,4,0
126,@bridge_metric_ansatz,Bridge Metric Ansatz,mathematical_object,1,1,2,0.00020472312235814545,0,1260,2,False,True,2,2,0
127,@bulk_action,Bulk Action,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
128,@canonical_commutation_relation,Family: `F13_QFT_CURVED`,mathematical_object,37,136,173,0.0004520178021340876,0,1260,1,False,True,2,2,0
129,@canonical_higgs_configuration,Canonical-Order Higgs Configuration,Field,1,1,2,0.00013020551302369974,0,1260,3,False,True,2,2,0
130,@canonical_positive_lock,Canonical Positive T4 Lock,State,1,2,3,0.00024186778934912506,0,1260,2,False,True,2,2,0
131,@canonical_qft_handoff_object,Canonical Quantum-Field Handoff Object,Object,7,4,11,0.0009711137637135437,0,1260,2,False,True,3,3,0
132,@canonical_zero_lock,Canonical Zero T4 Lock,State,1,2,3,0.00024186778934912506,0,1260,2,False,True,2,2,0
133,@cauchy_horizon,Family: `F10_BLACK_HOLE_GEOMETRY`,mathematical_object,38,132,170,0.0005289110655007988,0,1260,1,False,True,2,2,0
134,@cauchy_problem,Family: `F6_INITIAL_VALUE_ADM`,mathematical_object,46,150,196,0.00042027242611590576,0,1260,1,False,True,2,2,0
135,@cauchy_surface,Family: `F2_LORENTZIAN_SPACETIME`,mathematical_object,417,134,551,0.0027653232923658213,0,1260,1,False,True,2,2,0
136,@causal_boundary,Causal Boundary,mathematical_object,414,168,582,0.0026797118482040946,0,1260,1,False,True,4,4,0
137,@causal_character,Family: `F2_LORENTZIAN_SPACETIME`,mathematical_object,416,159,575,0.0026996721544081904,0,1260,1,False,True,2,2,0
138,@causal_future,Family: `F2_LORENTZIAN_SPACETIME`,mathematical_object,416,135,551,0.0026971224817787065,0,1260,1,False,True,2,2,0
139,@causal_past,Family: `F2_LORENTZIAN_SPACETIME`,mathematical_object,1,132,133,0.00012048007432082395,0,1260,1,False,True,2,2,0
140,@causal_structure,Family: `F2_LORENTZIAN_SPACETIME`,mathematical_object,417,209,626,0.0027929486696184553,0,1260,1,False,True,2,2,0
141,@causality,@causality,mathematical_object,1,0,1,0.0003753117288939174,44,1,2,False,False,2,2,0
142,@cellular_phase_field,Cellular Phase Field,mathematical_object,3,3,6,0.0004398590613980365,0,1260,2,False,True,2,2,0
143,@cellular_phase_potential,Cellular Phase Potential,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
144,@chapter_100_adapter_the_final_phase_synthesis_of_mk_43_ultra_as_a_unified_geometric_framework,Chapter 100 Adapter — The Final Phase: Synthesis of MK--43 Ultra as a Unified Geometric Framework,mathematical_object,2,2,4,0.00035317495893540617,0,1260,2,False,True,2,2,0
145,@chapter_13_mapping_the_veil_currents,Chapter 13: Mapping the Veil Currents,mathematical_object,1,1,2,0.00028070185638968785,0,1260,2,False,True,2,2,0
146,@chapter_41_adapter_phase_engineered_materials_and_metastructures,Chapter 41 Adapter — Phase-Engineered Materials and Metastructures,mathematical_object,2,2,4,0.00038967680630501466,0,1260,3,False,True,2,2,0
147,@chapter_42_adapter_er_stabilized_energy_conduits_and_micro_wormhole_transport,Chapter 42 Adapter — ER-Stabilized Energy Conduits and Micro-Wormhole Transport,mathematical_object,1,1,2,0.00028070185638968785,0,1260,2,False,True,2,2,0
148,@chapter_43_adapter_superfluidic_field_dynamics_and_advanced_propulsion,Chapter 43 Adapter — Superfluidic Field Dynamics and Advanced Propulsion,mathematical_object,2,2,4,0.0003644999563765517,0,1260,2,False,True,2,2,0
149,@chapter_44_adapter_phase_field_armor_and_kinetic_nullification,Chapter 44 Adapter — Phase-Field Armor and Kinetic Nullification,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
150,@chapter_45_adapter_phase_control_logic_and_field_computing,Chapter 45 Adapter — Phase-Control Logic and Field Computing,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
151,@chapter_46_adapter_planetary_phase_fields_and_macro_scale_stability,Chapter 46 Adapter — Planetary Phase Fields and Macro-Scale Stability,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
152,@chapter_48_adapter_atmospheric_phase_engineering_and_climate_regulation,Chapter 48 Adapter — Atmospheric Phase Engineering and Climate Regulation,mathematical_object,2,2,4,0.0003837302031365047,0,1260,3,False,True,2,2,0
153,@chapter_49_adapter_geometric_infrastructure_and_phase_supported_architecture,Chapter 49 Adapter — Geometric Infrastructure and Phase-Supported Architecture,mathematical_object,2,2,4,0.00035317495893540617,0,1260,2,False,True,2,2,0
154,@chapter_51_adapter_interstellar_phase_fields_and_medium_structure,Chapter 51 Adapter — Interstellar Phase Fields and Medium Structure,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
155,@chapter_53_adapter_phase_driven_stellar_evolution_and_end_states,Chapter 53 Adapter — Phase-Driven Stellar Evolution and End States,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
156,@chapter_54_adapter_interstellar_navigation_and_phase_gradient_trajectories,Chapter 54 Adapter — Interstellar Navigation and Phase-Gradient Trajectories,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
157,@chapter_55_adapter_cosmic_engineering_and_mega_scale_phase_structures,Chapter 55 Adapter — Cosmic Engineering and Mega-Scale Phase Structures,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
158,@chapter_56_adapter_galactic_phase_topology_and_spiral_structure_formation,Chapter 56 Adapter — Galactic Phase Topology and Spiral Structure Formation,mathematical_object,2,2,4,0.0003532471093008417,0,1260,2,False,True,2,2,0
159,@chapter_59_adapter_universe_scale_phase_topology_and_large_cycle_geometry,Chapter 59 Adapter — Universe-Scale Phase Topology and Large-Cycle Geometry,mathematical_object,2,2,4,0.0003532471093008417,0,1260,2,False,True,2,2,0
160,@chapter_61_adapter_multiversal_phase_boundaries_and_cross_cycle_geometry,Chapter 61 Adapter — Multiversal Phase Boundaries and Cross-Cycle Geometry,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
161,@chapter_63_adapter_higher_dimensional_phase_embeddings_and_extended_topology,Chapter 63 Adapter — Higher-Dimensional Phase Embeddings and Extended Topology,mathematical_object,2,2,4,0.0003532471093008417,0,1260,2,False,True,2,2,0
162,@chapter_65_adapter_multiversal_dynamics_and_phase_correlated_cosmoi,Chapter 65 Adapter — Multiversal Dynamics and Phase-Correlated Cosmoi,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
163,@chapter_66_adapter_biological_phase_coupling_and_cellular_field_dynamics,Chapter 66 Adapter — Biological Phase Coupling and Cellular Field Dynamics,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
164,@chapter_68_adapter_consciousness_as_a_phase_coherent_cognitive_field,Chapter 68 Adapter — Consciousness as a Phase-Coherent Cognitive Field,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
165,@chapter_70_adapter_bio_geometric_encoding_and_living_phase_structures,Chapter 70 Adapter — Bio-Geometric Encoding and Living Phase Structures,mathematical_object,2,2,4,0.00035317495893540617,0,1260,2,False,True,2,2,0
166,@chapter_71_adapter_phase_coherent_civilizations_and_collective_stability,Chapter 71 Adapter — Phase-Coherent Civilizations and Collective Stability,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
167,@chapter_72_adapter_cultural_er_networks_and_information_flow_geometry,Chapter 72 Adapter — Cultural ER Networks and Information Flow Geometry,mathematical_object,1,1,2,0.00028070185638968785,0,1260,2,False,True,2,2,0
168,@chapter_73_adapter_collective_decision_fields_and_phase_driven_social_dynamics,Chapter 73 Adapter — Collective Decision Fields and Phase-Driven Social Dynamics,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
169,@chapter_75_adapter_phase_geometry_of_societal_evolution_and_macro_historical_cycles,Chapter 75 Adapter — Phase Geometry of Societal Evolution and Macro-Historical Cycles,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
170,@chapter_76_adapter_economic_phase_fields_and_resource_flow_geometry,Chapter 76 Adapter — Economic Phase Fields and Resource Flow Geometry,mathematical_object,3,3,6,0.0005583752827842564,0,1260,2,False,True,2,2,0
171,@chapter_77_adapter_market_er_networks_and_transaction_connectivity,Chapter 77 Adapter — Market ER Networks and Transaction Connectivity,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
172,@chapter_78_adapter_information_phase_fields_and_communication_efficiency,Chapter 78 Adapter — Information Phase Fields and Communication Efficiency,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
173,@chapter_79_adapter_optimization_via_phase_gradient_descent,Chapter 79 Adapter — Optimization via Phase-Gradient Descent,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
174,@chapter_80_adapter_information_field_engineering_and_phase_based_computation,Chapter 80 Adapter — Information Field Engineering and Phase-Based Computation,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
175,@chapter_81_adapter_ethical_phase_gradients_and_moral_field_dynamics,Chapter 81 Adapter — Ethical Phase Gradients and Moral Field Dynamics,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
176,@chapter_83_adapter_collective_ethical_fields_and_civilizational_decision_coherence,Chapter 83 Adapter — Collective Ethical Fields and Civilizational Decision Coherence,mathematical_object,1,1,2,0.00024186778934912506,0,1260,2,False,True,2,2,0
177,@chapter_84_adapter_high_order_cognitive_fields_and_phase_awareness,Chapter 84 Adapter — High-Order Cognitive Fields and Phase Awareness,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
178,@chapter_85_adapter_ethical_optimization_and_phase_informed_governance,Chapter 85 Adapter — Ethical Optimization and Phase-Informed Governance,mathematical_object,1,1,2,0.000261098036109078,0,1260,3,False,True,2,2,0
179,@chapter_86_adapter_neural_phase_geometry_and_behavioral_field_encoding,Chapter 86 Adapter — Neural Phase Geometry and Behavioral Field Encoding,mathematical_object,2,2,4,0.0003903196259263858,0,1260,2,False,True,2,2,0
